kind,etag,id,snippet,contentDetails,status,statistics,player,topicDetails,recordingDetails,channelId,channelTitle,publishedAt,videoId,extraction_date
youtube#video,nk2tSbsJ4trwv2ENTkVWRFhBTwY,1NA218LOlrA,"{'publishedAt': '2022-10-17T13:03:57Z', 'channelId': 'UCoa-D_VfMkFrCYodrOC9-mA', 'title': 'BORA BRASIL - 17/10/2022', 'description': 'Às 8h, o Bora Brasil conta com repórteres espalhados pelo País inteiro trazendo a notícia ao vivo até você.\\n\\nINSCREVA-SE NO CANAL E NÃO PERCA NENHUM NOTÍCIA DA SUA CIDADE, DO BRASIL E DO MUNDO. \\n\\n\\nSiga o Bora Brasil nas redes sociais: \\nInstagram: https://www.instagram.com/bandjornalismo/\\nTwitter: https://twitter.com/bandjornalismo\\nFacebook: https://www.facebook.com/bandjornalismo/', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/1NA218LOlrA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/1NA218LOlrA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/1NA218LOlrA/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/1NA218LOlrA/sddefault.jpg', 'width': 640, 'height': 480}}, 'channelTitle': 'Band Jornalismo', 'tags': ['band jornalismo', 'band', 'jornalismo', 'bandeirantes', 'band tv', 'reportagens', 'jornal da band', 'café com jornal', 'bora sp', 'canal livre', 'brasil urgente'], 'categoryId': '25', 'liveBroadcastContent': 'none', 'defaultLanguage': 'pt', 'localized': {'title': 'BORA BRASIL - 17/10/2022', 'description': 'Às 8h, o Bora Brasil conta com repórteres espalhados pelo País inteiro trazendo a notícia ao vivo até você.\\n\\nINSCREVA-SE NO CANAL E NÃO PERCA NENHUM NOTÍCIA DA SUA CIDADE, DO BRASIL E DO MUNDO. \\n\\n\\nSiga o Bora Brasil nas redes sociais: \\nInstagram: https://www.instagram.com/bandjornalismo/\\nTwitter: https://twitter.com/bandjornalismo\\nFacebook: https://www.facebook.com/bandjornalismo/'}, 'defaultAudioLanguage': 'pt-BR'}","{'duration': 'PT1H53M46S', 'dimension': '2d', 'definition': 'hd', 'caption': 'false', 'licensedContent': True, 'contentRating': {}, 'projection': 'rectangular'}","{'uploadStatus': 'processed', 'privacyStatus': 'public', 'license': 'youtube', 'embeddable': True, 'publicStatsViewable': True, 'madeForKids': False}","{'viewCount': '28644', 'likeCount': '755', 'favoriteCount': '0', 'commentCount': '15'}","{'embedHtml': '<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/1NA218LOlrA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}","{'topicCategories': ['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Television_program']}",{},UCoa-D_VfMkFrCYodrOC9-mA,Band Jornalismo,2022-10-17T13:03:57Z,1NA218LOlrA,7/1/2023 17:29
youtube#video,5XN9r49Ln-RKXIigfrAQMLthO4I,C_zqKlwAVFs,"{'publishedAt': '2022-10-17T12:48:15Z', 'channelId': 'UCoa-D_VfMkFrCYodrOC9-mA', 'title': 'Debate na Band: momento histórico para a democracia do Brasil', 'description': 'Foi um encontro histórico: os candidatos à presidência estiveram frente a frente nos estúdios do Grupo Bandeirantes no 1° debate deste 2° turno. https://www.band.uol.com.br/noticias/bora-brasil', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/C_zqKlwAVFs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/C_zqKlwAVFs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/C_zqKlwAVFs/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/C_zqKlwAVFs/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/C_zqKlwAVFs/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Band Jornalismo', 'tags': ['debate band', 'momento histórico', 'lula', 'bolsonaro', 'eleições 2022', 'bora brasil', 'resumo debate band', 'resumo debate'], 'categoryId': '25', 'liveBroadcastContent': 'none', 'localized': {'title': 'Debate na Band: momento histórico para a democracia do Brasil', 'description': 'Foi um encontro histórico: os candidatos à presidência estiveram frente a frente nos estúdios do Grupo Bandeirantes no 1° debate deste 2° turno. https://www.band.uol.com.br/noticias/bora-brasil'}}","{'duration': 'PT7M4S', 'dimension': '2d', 'definition': 'hd', 'caption': 'true', 'licensedContent': True, 'contentRating': {}, 'projection': 'rectangular'}","{'uploadStatus': 'processed', 'privacyStatus': 'public', 'license': 'youtube', 'embeddable': True, 'publicStatsViewable': True, 'madeForKids': False}","{'viewCount': '67597', 'likeCount': '1293', 'favoriteCount': '0', 'commentCount': '308'}","{'embedHtml': '<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/C_zqKlwAVFs"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}","{'topicCategories': ['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society']}",{},UCoa-D_VfMkFrCYodrOC9-mA,Band Jornalismo,2022-10-17T12:48:15Z,C_zqKlwAVFs,7/1/2023 17:29
youtube#video,6tt_eOgIQaNkMg6JYzRPdTqqNz0,Or9smL43t6w,"{'publishedAt': '2022-10-17T12:38:54Z', 'channelId': 'UCoa-D_VfMkFrCYodrOC9-mA', 'title': 'Debate na Band: candidatos aproveitam formato inovador', 'description': 'O formato inovador do #DebateNaBand permitiu que os candidatos circulassem pelo estúdio e ficassem muito próximos. https://www.band.uol.com.br/noticias/bora-brasil', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/Or9smL43t6w/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Or9smL43t6w/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Or9smL43t6w/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/Or9smL43t6w/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/Or9smL43t6w/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Band Jornalismo', 'tags': ['bora brasil', 'formato debate band', 'debate na band', 'debate da band', 'banco de tempo', 'debate engessado', 'debate livre', 'candidatos', 'eleições 2022', 'band'], 'categoryId': '25', 'liveBroadcastContent': 'none', 'localized': {'title': 'Debate na Band: candidatos aproveitam formato inovador', 'description': 'O formato inovador do #DebateNaBand permitiu que os candidatos circulassem pelo estúdio e ficassem muito próximos. https://www.band.uol.com.br/noticias/bora-brasil'}}","{'duration': 'PT5M30S', 'dimension': '2d', 'definition': 'hd', 'caption': 'true', 'licensedContent': True, 'contentRating': {}, 'projection': 'rectangular'}","{'uploadStatus': 'processed', 'privacyStatus': 'public', 'license': 'youtube', 'embeddable': True, 'publicStatsViewable': True, 'madeForKids': False}","{'viewCount': '7401', 'likeCount': '254', 'favoriteCount': '0', 'commentCount': '63'}","{'embedHtml': '<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Or9smL43t6w"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}","{'topicCategories': ['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society']}",{},UCoa-D_VfMkFrCYodrOC9-mA,Band Jornalismo,2022-10-17T12:38:54Z,Or9smL43t6w,7/1/2023 17:29
youtube#video,EO5AkAKSToVGX7BnlEg-daHlDh0,4iRHKzTYLnw,"{'publishedAt': '2022-10-17T12:19:05Z', 'channelId': 'UCoa-D_VfMkFrCYodrOC9-mA', 'title': 'Lula defende conquistas dos governos do PT', 'description': 'O ex-presidente Lula focou nas conquistas do Brasil durante os governos do PT. E também atacou pontos considerados fracos de Jair Bolsonaro, como a compra de vacinas para Covid. https://www.band.uol.com.br/noticias/bora-brasil', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/4iRHKzTYLnw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/4iRHKzTYLnw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/4iRHKzTYLnw/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/4iRHKzTYLnw/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/4iRHKzTYLnw/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Band Jornalismo', 'tags': ['resumo lula debate band', 'debate band', 'lula', 'lula no debate da band', 'cortes lula debate', 'eleições 2022'], 'categoryId': '25', 'liveBroadcastContent': 'none', 'localized': {'title': 'Lula defende conquistas dos governos do PT', 'description': 'O ex-presidente Lula focou nas conquistas do Brasil durante os governos do PT. E também atacou pontos considerados fracos de Jair Bolsonaro, como a compra de vacinas para Covid. https://www.band.uol.com.br/noticias/bora-brasil'}}","{'duration': 'PT3M12S', 'dimension': '2d', 'definition': 'hd', 'caption': 'true', 'licensedContent': True, 'contentRating': {}, 'projection': 'rectangular'}","{'uploadStatus': 'processed', 'privacyStatus': 'public', 'license': 'youtube', 'embeddable': True, 'publicStatsViewable': True, 'madeForKids': False}","{'viewCount': '2410', 'likeCount': '62', 'favoriteCount': '0', 'commentCount': '42'}","{'embedHtml': '<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/4iRHKzTYLnw"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}","{'topicCategories': ['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society']}",{},UCoa-D_VfMkFrCYodrOC9-mA,Band Jornalismo,2022-10-17T12:19:05Z,4iRHKzTYLnw,7/1/2023 17:29
youtube#video,s-2MG6vEBD8tjl6qgx7Fw-o81ww,R8UYV_7kY-E,"{'publishedAt': '2022-10-17T11:48:26Z', 'channelId': 'UCoa-D_VfMkFrCYodrOC9-mA', 'title': 'Sala digital apresenta temas mais comentados', 'description': 'A Band repetiu a fórmula de sucesso da sala digital no debate.  Jornalistas puderam acompanhar em tempo real como os assuntos abordados pelos candidatos repercutiam na internet. https://www.band.uol.com.br/noticias/bora-brasil\\nPara maiores informações acesse: http://yt.be/antesdoseuplay  #AntesDoSeuPlay', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/R8UYV_7kY-E/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/R8UYV_7kY-E/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/R8UYV_7kY-E/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/R8UYV_7kY-E/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/R8UYV_7kY-E/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Band Jornalismo', 'tags': ['sala digital', 'google debate band', 'debate band'], 'categoryId': '25', 'liveBroadcastContent': 'none', 'localized': {'title': 'Sala digital apresenta temas mais comentados', 'description': 'A Band repetiu a fórmula de sucesso da sala digital no debate.  Jornalistas puderam acompanhar em tempo real como os assuntos abordados pelos candidatos repercutiam na internet. https://www.band.uol.com.br/noticias/bora-brasil\\nPara maiores informações acesse: http://yt.be/antesdoseuplay  #AntesDoSeuPlay'}}","{'duration': 'PT4M46S', 'dimension': '2d', 'definition': 'hd', 'caption': 'true', 'licensedContent': True, 'contentRating': {}, 'projection': 'rectangular'}","{'uploadStatus': 'processed', 'privacyStatus': 'public', 'license': 'youtube', 'embeddable': True, 'publicStatsViewable': True, 'madeForKids': False}","{'viewCount': '2171', 'likeCount': '50', 'favoriteCount': '0', 'commentCount': '12'}","{'embedHtml': '<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/R8UYV_7kY-E"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}","{'topicCategories': ['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society']}",{},UCoa-D_VfMkFrCYodrOC9-mA,Band Jornalismo,2022-10-17T11:48:26Z,R8UYV_7kY-E,7/1/2023 17:29
youtube#video,VGtF6MGpnxPKlMLAykoRvKwtK_g,SloRFiRMdog,"{'publishedAt': '2022-10-17T09:12:05Z', 'channelId': 'UCoa-D_VfMkFrCYodrOC9-mA', 'title': '[AO VIVO] 1° JORNAL - 17/10/2022', 'description': 'Sua manhã recheada de notícias na tela da Band! O 1º Jornal chega na frente, às 4h00, com João Paulo Vergueiro, para trazer tudo o que você precisa saber antes de sair de casa. \\n\\nSiga o 1º Jornal e o Bora Brasil nas redes sociais: \\nInstagram: https://www.instagram.com/bandjornali...\\nTwitter: https://twitter.com/bandjornalismo\\nFacebook: https://www.facebook.com/bandjornalismo/', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/SloRFiRMdog/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/SloRFiRMdog/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/SloRFiRMdog/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/SloRFiRMdog/sddefault.jpg', 'width': 640, 'height': 480}}, 'channelTitle': 'Band Jornalismo', 'tags': ['band jornalismo', 'band', 'jornalismo', 'bandeirantes', 'band tv', 'reportagens', 'jornal da band', 'café com jornal', 'bora sp', 'canal livre', 'brasil urgente'], 'categoryId': '25', 'liveBroadcastContent': 'none', 'defaultLanguage': 'pt', 'localized': {'title': '[AO VIVO] 1° JORNAL - 17/10/2022', 'description': 'Sua manhã recheada de notícias na tela da Band! O 1º Jornal chega na frente, às 4h00, com João Paulo Vergueiro, para trazer tudo o que você precisa saber antes de sair de casa. \\n\\nSiga o 1º Jornal e o Bora Brasil nas redes sociais: \\nInstagram: https://www.instagram.com/bandjornali...\\nTwitter: https://twitter.com/bandjornalismo\\nFacebook: https://www.facebook.com/bandjornalismo/'}, 'defaultAudioLanguage': 'pt-BR'}","{'duration': 'PT2H6M11S', 'dimension': '2d', 'definition': 'hd', 'caption': 'false', 'licensedContent': True, 'contentRating': {}, 'projection': 'rectangular'}","{'uploadStatus': 'processed', 'privacyStatus': 'public', 'license': 'youtube', 'embeddable': True, 'publicStatsViewable': True, 'madeForKids': False}","{'viewCount': '75599', 'likeCount': '1516', 'favoriteCount': '0', 'commentCount': '62'}","{'embedHtml': '<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/SloRFiRMdog"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}","{'topicCategories': ['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Television_program']}",{},UCoa-D_VfMkFrCYodrOC9-mA,Band Jornalismo,2022-10-17T09:12:05Z,SloRFiRMdog,7/1/2023 17:29
youtube#video,DL-gcORQN2ISNhc1vuqRsp6IWWA,ZDdkTf8o0t4,"{'publishedAt': '2022-10-17T02:16:19Z', 'channelId': 'UCoa-D_VfMkFrCYodrOC9-mA', 'title': 'Canal Livre analisa o comportamento dos candidatos no debate', 'description': 'Canal Livre analisa o comportamento dos candidatos no debate. Canal Livre analisa os bastidores e o comportamento dos candidatos Bolsonaro (PL) e Lula (PT) no Debate na Band. #DebatenaBand', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/ZDdkTf8o0t4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ZDdkTf8o0t4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ZDdkTf8o0t4/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/ZDdkTf8o0t4/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/ZDdkTf8o0t4/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Band Jornalismo', 'tags': ['debate presidencial', 'debate presidencial band', 'lula', 'bolsonaro', 'debate na band presidente', 'debate na band 2022', 'lula e bolsonaro debate', 'debate presidencial na band', 'debate presidencial 2022 band', 'pesquisa debate band', 'quem ganhou debate band', 'debate lula e bolsonaro na band', 'debate da band presidente', 'debate da band 2022', 'quem ganhou o debate na band', 'debate na band hoje ao vivo', 'bolsonaro no debate da band', 'quem foi melhor no debate da band', 'que horas é o debate na band'], 'categoryId': '25', 'liveBroadcastContent': 'none', 'localized': {'title': 'Canal Livre analisa o comportamento dos candidatos no debate', 'description': 'Canal Livre analisa o comportamento dos candidatos no debate. Canal Livre analisa os bastidores e o comportamento dos candidatos Bolsonaro (PL) e Lula (PT) no Debate na Band. #DebatenaBand'}}","{'duration': 'PT5M13S', 'dimension': '2d', 'definition': 'hd', 'caption': 'true', 'licensedContent': True, 'contentRating': {}, 'projection': 'rectangular'}","{'uploadStatus': 'processed', 'privacyStatus': 'public', 'license': 'youtube', 'embeddable': True, 'publicStatsViewable': True, 'madeForKids': False}","{'viewCount': '121210', 'likeCount': '3068', 'favoriteCount': '0', 'commentCount': '843'}","{'embedHtml': '<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/ZDdkTf8o0t4"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}","{'topicCategories': ['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society']}",{},UCoa-D_VfMkFrCYodrOC9-mA,Band Jornalismo,2022-10-17T02:16:19Z,ZDdkTf8o0t4,7/1/2023 17:29
youtube#video,tMjHtB4WJr1wUPoN-LUXrYAkvJc,yZ8mMin7OwQ,"{'publishedAt': '2022-10-17T02:11:07Z', 'channelId': 'UCoa-D_VfMkFrCYodrOC9-mA', 'title': 'CANAL LIVRE - DEBATE PRESIDENCIAL 2º TURNO', 'description': 'O Canal Livre deste domingo repercute o debate entre os candidatos à presidência no turno das eleições de 2022.\\n#bandjornalismo \\n\\nMais notícias em https://www.band.uol.com.br/', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/yZ8mMin7OwQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/yZ8mMin7OwQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/yZ8mMin7OwQ/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/yZ8mMin7OwQ/sddefault.jpg', 'width': 640, 'height': 480}}, 'channelTitle': 'Band Jornalismo', 'tags': ['canal livre', 'radio no brasil', 'historia do radio', '100 anos radio brasil', 'jornalismo no radio', 'radio brasileira', 'milton neves', 'pesquisa radio brasil'], 'categoryId': '25', 'liveBroadcastContent': 'none', 'defaultLanguage': 'pt', 'localized': {'title': 'CANAL LIVRE - DEBATE PRESIDENCIAL 2º TURNO', 'description': 'O Canal Livre deste domingo repercute o debate entre os candidatos à presidência no turno das eleições de 2022.\\n#bandjornalismo \\n\\nMais notícias em https://www.band.uol.com.br/'}, 'defaultAudioLanguage': 'pt-BR'}","{'duration': 'PT1H15M16S', 'dimension': '2d', 'definition': 'hd', 'caption': 'false', 'licensedContent': True, 'contentRating': {}, 'projection': 'rectangular'}","{'uploadStatus': 'processed', 'privacyStatus': 'public', 'license': 'youtube', 'embeddable': True, 'publicStatsViewable': True, 'madeForKids': False}","{'viewCount': '1460167', 'likeCount': '31095', 'favoriteCount': '0', 'commentCount': '938'}","{'embedHtml': '<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/yZ8mMin7OwQ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}","{'topicCategories': ['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Television_program']}",{},UCoa-D_VfMkFrCYodrOC9-mA,Band Jornalismo,2022-10-17T02:11:07Z,yZ8mMin7OwQ,7/1/2023 17:29
youtube#video,PDy-dJEqh_wNXk9Z1y957DLCP2o,m_rfGpBLgCE,"{'publishedAt': '2022-10-17T01:58:02Z', 'channelId': 'UCoa-D_VfMkFrCYodrOC9-mA', 'title': '""Vimos dois candidatos com vontade de debater"", diz Mitre', 'description': '""Vimos dois candidatos com vontade de debater"", diz Mitre. No Canal Livre, o jornalista Fernando Mitre analisa a postura dos candidatos no Debate na Band e os bastidores do confronto. #DebatenaBand', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/m_rfGpBLgCE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/m_rfGpBLgCE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/m_rfGpBLgCE/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/m_rfGpBLgCE/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/m_rfGpBLgCE/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Band Jornalismo', 'tags': ['debate presidencial', 'debate presidencial band', 'lula', 'bolsonaro', 'debate na band presidente', 'debate na band 2022', 'lula e bolsonaro debate', 'debate presidencial na band', 'debate presidencial 2022 band', 'pesquisa debate band', 'quem ganhou debate band', 'debate lula e bolsonaro na band', 'debate da band presidente', 'debate da band 2022', 'quem ganhou o debate na band', 'debate na band hoje ao vivo', 'bolsonaro no debate da band', 'quem foi melhor no debate da band', 'que horas é o debate na band'], 'categoryId': '25', 'liveBroadcastContent': 'none', 'localized': {'title': '""Vimos dois candidatos com vontade de debater"", diz Mitre', 'description': '""Vimos dois candidatos com vontade de debater"", diz Mitre. No Canal Livre, o jornalista Fernando Mitre analisa a postura dos candidatos no Debate na Band e os bastidores do confronto. #DebatenaBand'}}","{'duration': 'PT5M8S', 'dimension': '2d', 'definition': 'hd', 'caption': 'true', 'licensedContent': True, 'contentRating': {}, 'projection': 'rectangular'}","{'uploadStatus': 'processed', 'privacyStatus': 'public', 'license': 'youtube', 'embeddable': True, 'publicStatsViewable': True, 'madeForKids': False}","{'viewCount': '21045', 'likeCount': '610', 'favoriteCount': '0', 'commentCount': '153'}","{'embedHtml': '<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/m_rfGpBLgCE"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}","{'topicCategories': ['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society']}",{'recordingDate': '2022-10-16T00:00:00Z'},UCoa-D_VfMkFrCYodrOC9-mA,Band Jornalismo,2022-10-17T01:58:02Z,m_rfGpBLgCE,7/1/2023 17:29
youtube#video,1C0RczgwUPSmS2E57dUgEdE5aEY,jIm68GK37-E,"{'publishedAt': '2022-10-17T01:43:58Z', 'channelId': 'UCoa-D_VfMkFrCYodrOC9-mA', 'title': 'Os temas mais buscados durante o Debate na Band', 'description': 'Os temas mais buscados durante o Debate na Band. Entre os temas mais buscados durante o Debate na Band, desmatamento foi o mais pesquisado. #BandEleições #DebatenaBand', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/jIm68GK37-E/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/jIm68GK37-E/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/jIm68GK37-E/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/jIm68GK37-E/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/jIm68GK37-E/maxresdefault.jpg', 'width': 1280, 'height': 720}}, 'channelTitle': 'Band Jornalismo', 'tags': ['Canal Livre', 'band presidente', 'debate da band 2022', 'quem ganhou o debate na band', 'debate na band hoje ao vivo', 'bolsonaro no debate da band', 'quem foi melhor no debate da band', 'que horas é o debate na band dematamento na amazônia', 'desmatamento no governo bolsonaro', 'desmatamento governo bolsonaro', 'desmatamento amazonia bolsonaro'], 'categoryId': '25', 'liveBroadcastContent': 'none', 'localized': {'title': 'Os temas mais buscados durante o Debate na Band', 'description': 'Os temas mais buscados durante o Debate na Band. Entre os temas mais buscados durante o Debate na Band, desmatamento foi o mais pesquisado. #BandEleições #DebatenaBand'}}","{'duration': 'PT4M6S', 'dimension': '2d', 'definition': 'hd', 'caption': 'true', 'licensedContent': True, 'contentRating': {}, 'projection': 'rectangular'}","{'uploadStatus': 'processed', 'privacyStatus': 'public', 'license': 'youtube', 'embeddable': True, 'publicStatsViewable': True, 'madeForKids': False}","{'viewCount': '8756', 'likeCount': '328', 'favoriteCount': '0', 'commentCount': '95'}","{'embedHtml': '<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/jIm68GK37-E"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>'}","{'topicCategories': ['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Television_program']}",{'recordingDate': '2022-10-16T00:00:00Z'},UCoa-D_VfMkFrCYodrOC9-mA,Band Jornalismo,2022-10-17T01:43:58Z,jIm68GK37-E,7/1/2023 17:29
