authorChannelId,Count
UCbeCqSEw7I9yRw8d4K99-2A,75
UCaDvCxXZSVeOt70Uog0ZPVQ,75
UCNHpaVYdaHHB9o02wekSH3Q,75
UCZbmv6jSkBceKN2be4lHZ0g,75
UCB9BAm_T_UUNETD6lFIM_ew,75
UCtDfKYXsdW23TAVMsn5kesw,75
UCDD2Xt08AAdvqXvwnoSxFGg,75
UCVTbT5HW_QkrdGl9KS3VJhA,75
UCI4TPeFY7D61mhXxO68abDg,75
UCCpm04Inh1VDq8FNDVDZuhA,75
UCokiuI6BEamiWcqejwvQsQQ,75
UCNglsQ77-m-1NNJyPjRm3DA,75
UC6R_3Kkd7LGbGL3zQCpIW4w,74
UCiPj15vSS-PoKqjSfm0YLEw,74
UCFjiOfzMO0O-rzDtIBZSwNQ,74
UC7s66VrNbD1ktlf2H8cs2kg,74
UCdgPZVHbW9qf-2i3E64wGNw,74
UCnfIVWkIUQ6pdkkhxxmfaPA,74
UCsqSEpscz_g9NqXlPHdX0JA,74
UCX-wE9XxbkXKrMOLBfggb9Q,74
UC39T7w1Q4aaBftO0SOMhYlA,74
UCbwmgpOCE65XiNgqrbdp_uw,74
UChXMIqamWUTijZzPFnn_DHA,74
UCwu2ykFXpwMcDc8ebe8uquw,74
UCJ_XmytWtWHnZMnfZG491Yg,74
UC4CUVMqDFoQhxBjgWuzw2fQ,73
UCCXiEuxNNIVpvVdKXcMCVOg,73
UCvOno8mQBJACt5udgnWPT1g,73
UCXL8u9G8DNge7XvSPelrvxA,73
UC__fHRMJrnvctKNYtbKTZMA,73
UCdN5pcLZ3v5AbyHPIeBX48g,73
UCnkkFwzPs6SuDThjIJ5IGvA,73
UCS-U69sk1LkfxnrYJp8SUGQ,73
UCBqrdmLNoEZab9b3AqcRmvw,73
UCUfMOELnUgsSL9MBOJzeeQA,73
UC73Bi9FPAzl3wfsCIsxyJ3A,73
UCbbuIJTq_oAxdnIFBNZBDtg,73
UCUa-kyMwAooPZpJLIQp9V3A,72
UCP83w5LPFRasDydJbWEIG-A,72
UCLGjdmRRxHA966_EkHGDsTQ,72
UChXeqGr-34pF8PvVTYJIZgQ,72
UCkYF3G8eQUJXMPDgEdhSNBQ,72
UCo9_cUgBqwGqmwwnZLpbh2w,72
UCtX-_8Aae0dr47GFYc6Oquw,72
UCugOiWdtLVZDU3Zz1rGmjtA,72
UCiR8mCoE99TKLeg5nh6oc6A,72
UC2J0hXsti7q6xuoe5yXVy2A,72
UCFIGlWBN-PU_Cx2Izsjvgog,72
UCBxt6Mr3-dJGJDY0NJ0kBAA,72
UCo0AnwWIQneVVbvHeXfEhag,71
UCljvdlyc_VGvUWByErbE0eQ,71
UCi7IwWh2UmRS58Poq1tEktA,71
UCfp6LIrKTKvbndwCcxHRKCw,71
UCu3V24KO52jcQ42duxHCsbg,71
UCjXKneYbopNbQH8T8oFkUAw,71
UCY31_SwYPEjHmY_th0zifww,71
UCDv4_OuirRXjFWTvl2Kvqug,71
UCqej9q-igzlxCJUtNH85MGw,71
UCCnv8WF8SeX16CvHEnbPswg,71
UCLzqQFq77nZfAkNPrCWNq4w,71
UCaRJTKTWMFDOmZR6uE4rE7Q,71
UCFQWiqzrlV8wlkder5YVXsw,71
UCYu0YftzvvoJMje1fiyUuKA,71
UCt_oWfONvTPCe_eVmxbQBhQ,71
UCFvEXtU_afSXe1rfAajD2rQ,71
UCNtmaQ-6JrOqgPEuF3kPHsQ,70
UCz3syiTaZlQ5BdO-u88cGnQ,70
UCywgWj_05pFovTXuutSwB_A,70
UCTVdCwZnSdK2ZrEyUepXPOA,70
UCNNOG7NQN1Ekt8k6kQWCZsQ,70
UC_t6DkDBr1Q7kNpFhyGeVRA,70
UChnL-rKecB0pSYs6oMPUVfw,70
UCGNcNWSjjyVbtM6bbcLi6dA,70
UCxecl_v3nqKKVy1tIP8TYAQ,70
UCr_u2o62RU41VAwjKbopG5w,70
UCi4-uiTaEvGjpUOAVWFaypw,69
UCKyjFb_DzaD0qV0J-iZ9t6g,69
UCVK90JgXVPoCBYKrmX3cleg,69
UC4fxbiw4IUEmBnsi_dImQbA,69
UCVCVvLs86FqNInB3UqZurkA,69
UCdtpt3PjSAUtIk_1qMLCyuw,69
UCY-Ur95GTEByDprPdu0BCbA,69
UC3n3sW-af0WIA-naEMUtJzg,69
UCRpN5J5sPxY8RsXcrdQUutg,69
UCYGoCFT8bwqy2KpWcW6yimA,69
UCs5yBCLQuAutMY-tzEhw_7Q,69
UC8FPQl3S7-EEPA4snwigeDw,69
UCEEGf43fDFOJpeUOJuyXKvA,69
UCLtra6PN5MBToCJGbcMELHg,68
UCT8yw7_9y6faBU1CoSNd5vQ,68
UCUgs0Yz3QByQdsrEGUsCnoA,68
UCV7RovaEJ_X53YAWiFctqrg,68
UCk2ed6BH_ctkWZuM_Rdt8iA,68
UCk4Lu0KdjLgnoPqU2Lgjv9g,68
UCfDUhG2o3wTfGwBZ1A34GvQ,68
UCshEJN3r5yuWq7dr4sm8qfg,68
UC2NxHwJcOlCB6lgGL4snPug,68
UC8lLzasd43cdhSIjuYI8sTg,68
UC_yr7cksq-BQupVeWL2zGXQ,68
UCk4dKeXx5_bPMf_9Bd6chtQ,67
UCoi9rjVS-bQgfsfs5Nf_O8g,67
UCkAPo9r8y7P_UV6Vwxh7Cbg,67
UCJgE-2KErJKZ5GlCm4ou45w,67
UCKNXREJKaYPvXGlcBMftMlQ,67
UC70DDRpBAjXqx1Ey9u6wBPQ,67
UCOmXACCGPDYwDpWaUOFMImA,67
UCt0iOo81h2fKntRT5aVg42Q,67
UC4DqzdseneCkXOnIyqa-fnQ,67
UC7zic-IoCzmmEpeSPONoWgg,67
UCSuSjgjpzGqkGXU3FBP_Jmw,67
UCHiz5CzYvywA5JOzTDF54Bw,67
UCOXtagKbP0S6qphFqJ3FD4g,67
UC4p_0KkDeLmulPn3KdfANJw,67
UChXepyvB4lL4vJSwwrJjG_A,67
UCCOJrpn_wOs3JVzglx0w-KA,67
UCNzVTlNTaoq1lKh-K4De04A,67
UCnHhUfcg_trDX_pq-nNtNoQ,67
UChYXbv-lbNSHMGVV6RB5ZWA,67
UC_QbRrbUBDa_QF8tjtsi9lw,67
UCefm_Om62dQ1RRO-E9AIplA,67
UCeLIui7KpH1F0oaDuSRq5lg,66
UCYUDEZSAt2uQ2VghDU8_3tQ,66
UCOKIFzvEEqQ8Mcj5fOFxt1A,66
UCz-dEyTELuviVuZAZ5N7Aeg,66
UCEQLdi8OBRQp-wEkDIWPbbg,66
UCSee1iXTqPZ25s6n6JGghrw,66
UCkH8EGTwew71nqVxjOadq_g,66
UCfYy-RkDF2Qnr_HSCAygiIw,66
UCpv02TZV7SUB9f_g7VS9gkw,66
UCQ3h8O_a3BsqYO6c0mZ3kZA,66
UCp81QppXCym55--K-KI2V0g,66
UC8OuxjhgEyEwnkNqJRLSnwg,66
UC2_6pcrsSj3wBqJIdLf5eYA,66
UCVdwQQM8u6SBlmqlGBq3P-w,66
UCLDA7MyFDm6mqAJrTtyPwGQ,66
UCKujESvOOdBvmUWxS60svyA,66
UCML-5G9-iPZSSw1DMdRPWDg,65
UC8d9l-WvRGKKuKLFNPIQbGg,65
UCsL8ic650S6Uq4KZ5Vq4kFA,65
UCK1Hyt3ewo3VXOcFR1CBi0g,65
UC2QYPMSRcF3BnS3rb_0R2YQ,65
UCFrfPy_hpRQ8JYACsvLXF2g,65
UCGUARVFYCkGi0RMSlX3hVCA,65
UCao9cW411KfDzlKU71onwTg,65
UC3f8HZBiqHcsaDcSc_t7oRw,65
UCWYWoxTby2C3sqfOeALyD8A,65
UCgNcbvWJGW400vm0JKVfbpQ,65
UCIEtVZMcklIwxXHOKMHrODA,65
UCI_JdwRNxP0DOSyypwPNu1w,65
UC0F5VErK8Svzpem5TU4EP1w,65
UCpuNNeeSQRrKKWKtKvvA3dg,65
UCjj-EkUD34WT2JWP6gGhc5Q,65
UC5DOak_xiHcOscz8vsAIrvA,65
