authorChannelId,Count
UCSyHWu9kDmr6J2_ilV57f3g,85
UCCjuyqR6nRW4cIeWF8SxpVw,85
UChJiFvTZGI2UMdY28tPVW1w,84
UC37wwUVcuLhMhh39KHQ1SmQ,84
UCivpmmVXNV7bVzFkkxDzNxA,83
UCheVRQWwkpmggQ-Q1IKeqMQ,83
UCMn8HCM325Jck8E6UyXY_4Q,83
UCRLFQTupNYEhBX76cTUAsnA,83
UCzV_YsWG3KP9u19eN-kyk0Q,83
UCTwbMo8peLKXuS2ACxHWXVA,82
UCWAv8RixS7n4pJzM9eRxjqQ,82
UCikISfA6X02B2KoTm7AARew,82
UCn2EgsVDLVFFfHNl6UFtSZA,82
UCqTSilMdoyGoSVm5Ywixb5Q,82
UCxZ5VRW-dFXCnlEea-M-40w,81
UC8ZmR-pZosfX-BC6JQmza6w,81
UCWCvAa0TKH4leyO3I9cfJ3Q,80
UCtqnFHs9aCGLROkvrUaXScg,80
UCyrBJhic8K88G0C0-tGUR6Q,80
UCyDXKZc3E80ecF-LkdiouZA,79
UC-cUlFzxbEnhvo5ZFhnn_aQ,79
UCrjGEsWlQD0tJbfIOVmy4SQ,79
UCFxHZ8JmS1PFjwTNNOOUdjg,79
UCKKIucLl6e1esc93TeK8eCA,79
UCo9viiO0Ozohynp6oYyuK0A,79
UCZOA54bRXvnceuvD31dnC3w,78
UCBjb92r3pT_2pWpkN9KLROQ,78
UCnV7wN9Ta_MZ2pMhl4Bw-Ug,78
UCMZ-OraMTmN379GMMDql04Q,78
UCbA4G6OeKF7QTFVqigMVerg,77
UCe7oHeLMaC8nWu75ft1RrJA,77
UCFvEXtU_afSXe1rfAajD2rQ,77
UCEvi8lJtAqYhKdDoNcXru8g,77
UCh5aCYwAFp0ZU25qQ9rhzmg,77
UCv63aSzEse_Hxf5i_oSyszQ,76
UCHZd8Ynx7k-I0E2oCN81yJg,76
UCasSrr5-jhD2YKxVcF9qiXA,76
UCjhVkW5ACkC3bBbCzLQeLQQ,76
UCdc_J2tn8l2iHQjbYWlbCRA,75
UCgeigqthyx-WMz7FLKM0kDw,75
UCU_vhUejZdUXLCsWGHRpghw,75
UCsQhQDMDkVkyE5v9YaniE0A,75
UC_kP9sCHKO6lAmUSvqHm1YQ,74
UCXBJktIouDvotj2hFXT1SKA,74
UCrI_xgtpYn0BwNkTiyK9qxQ,74
UCkljE2yvcPfrz9h_XHaAVLA,73
UC_w-DFFQ4o5Uy6BpRX7BMDg,73
UCGxgGhVqT9Yi9E2lEkYUjjA,72
UCBtzwVbeWYgBkVEsn6Tmn2w,72
UCD1vXW3ScoHYZ4nGye4rCEA,71
UCxToO4vZz3JsOpE4flzR_CA,71
UCwqdviQ1Xo4dxpLES4R861A,71
UCF5g7bMP_9FIVgxuKjtwiCQ,71
UCMKRtLxnlenU4iRBTiqBCUQ,71
UCK4SZF5xYZPEd4Q9tArqHJA,71
UCx5ooDCrmrjpV2zkuYQfMQA,70
UCH2ONjyFGU1dYH8H8BKfK2w,70
UCt8ZTbiojgWtLP7HRCyX3cw,69
UChQuZ7eVRzV1q-3a42vfXvg,69
UCZCaWJZJ_-5T-XRbiexswmw,69
UCKnxFYMkzT0x-wQCjLRHMdg,69
UCL-tKbaxnxxlscQZfC4og3A,68
UC3baxVO8vkDTIDhoV9pJVpg,68
UCFtelYD2xhl4EQaHgctanDQ,68
UCo_kwR2HQKS1nJKVCBlrrvA,68
UC_QvPcuygfN1FPFpbqz6nGg,68
UCBa796f3KB45_HvTf-RY5SQ,68
UClURmOvEpJk-_oyC5AlEP4A,68
UCvOdxpuDS7_B2duUDqYBRYw,67
UCFY3QR2HnXHQlpwkDC1CpPw,67
UCrOHaXPyfLAvyOQms2NDhAQ,67
UC2a-Fq0oy3QnJbZxbIdD6IQ,67
UCMo3luokemu-KD1DQpO-CDA,67
UC-0egoNmunFzqa3Z3NcK8og,66
UC-nuPvinmHBgVpS53f6v-hg,66
UC5DrSeh9YMbo1g5gDbr3qOQ,66
UCUE__MwrR7W4YQ_KSu3_--w,66
UCb7MGvDXGEYiC8RvMxV0G0w,65
UCIea66NSWbOaU5Yw5Zp3_aA,65
UCEWvk7qhTcuRwIAMtY7bbjw,65
UCPFmKLAADYwtZt-FXSYNIrA,65
UCQm_FkQz9ICk2kbyQPcxyaw,65
UCmkJyhbxtuCZ1wclWB7mhrA,65
UCgu0fn4AQb4b1UcxB3j7hFQ,65
UCOIz3OqCtyMXIR7G8XcPJIw,65
UCEMcwLgCFGJNaupKky-KRtg,65
UCmMU2yehwLEaM9e7A9PZhXA,65
UCJclBx0sRmvJsPLQgWkgKlg,65
UCQxDYo13T09kaUqGIhrzYhw,64
UCpbIOyYFF4kG-PpvZtE-HPg,64
UCyT1EiYvN0-Qm46WWnThpuw,64
UCK583gYuYevxOZ_m--VpN-A,64
UCJOHFT8ezcfvdWemfxZu8kQ,64
UCEgo7yEdXV2ymY5wE_AUjEw,64
UCQLZv72a6qM5LE358jeu_ww,64
UCTj8V2Y6ne6yqP7eBVoMiHQ,64
UCaOK_qyUgTUlU9hflRqSdCQ,63
UCbgeowLbvJeJAeyxsjlq1Xw,63
UCIsMd3caZ7XMijV54JvWgSg,63
UCBqrdmLNoEZab9b3AqcRmvw,63
UCHYNYR_-I-n5ss0Os7gDhWg,63
UCbuNnVxjYcLWnoL2f3jLjNA,63
UCL-SyvrHgtRNgTGa0JA2frg,62
UCWER1wVZ5c2grR9Rsa_3I8g,62
UCSIblCUmGRxC1fcmuAZNVDw,62
UCJQoq89sXx9fthu9U234MCA,62
UCiCZhiesBLHEIoAOtITInsw,62
UCVcK4DOGWnrkcuu2W5ciKCQ,62
UCprmuunOOSInolbcbTSPcDg,62
UCk20pn7BavoHkQ_aM4G0UPA,62
UCC1zaNe7STydXiuhBP0WUXw,61
UCU7dRYax0IZY3NLCW7u1q5g,61
UCQ8VxibvQR7xgw2u6W44U5Q,61
UCNtmaQ-6JrOqgPEuF3kPHsQ,61
UCS78ts-nNPdcC3OYNdYPPMg,61
UCTZPYAyJSaRIIZ901xRITJA,61
UC8aZkx-Wrhxup9WJWiHeF0A,60
UCCCf4_uGN0tEEHRAmSd995Q,60
UCzGUAS-5ZFSpCEPo1E2O5lQ,60
UC7ZZES9d4NJIfvI71_9XfbQ,60
UCDzNQDT6aYduslmqvAylvnw,60
UCUlVvsTmZG9g6YYD-SCYzig,60
UCkXM_UVu7jhoe_OTkhHDPig,60
UC-KtBOCBOxdxl3HKF_ebgwg,60
UCLGdV1ty2y2eKWNT-l08_cg,60
UCDkSJdHMBoxI3x3zBOb3DEg,60
UCqVad1ojXWRVEAty2ZSjg2Q,59
UCmYdsFu4UqqNbGN6Uy_Q20g,59
UCu5YJYARz3U9ELgx9d86XfQ,59
UCxwIs8SppRfBWjEMMlctupw,59
UCSMYUr441rB2tKxt1DMjU1A,59
UCkX0BP2HRIzscq9hRSecq0A,59
UCcr0ifftcpMngiJ21wfp5DQ,59
UCmxncoFpQqk8Hlqpri_rM4A,58
UC-s8E0x-CjdJNzyHQtGQTyw,58
UCa07itCLa8QnED3ArpX6R8Q,58
UCBnd8uPKfzdpfW4vAgwlxoA,58
UC3QNa7kEJA99Eth6vJT_7bg,58
UCjf4iIE5vBU0nc0LQT6WrVA,58
UC0BsJk59AKbwB1v3wuE9JPA,57
UCeoK6p1k8DiXoKlPwEOcg8A,57
UCy_Sh7eWXYri8qmz-2Qb2Cg,57
UCbQGCUxahYpOQqAH0nsxnOA,57
UCKpdiwt24Q9shaKU8zVrLKA,57
UCpXHcdSla_ndBI1mIfLoJHg,57
UCRvxGb0Rm362ZEdBPHWm6pg,57
UCO74lpiJDXk7TLNkrcY-9Yg,57
UCMBVsGMfDHiT8BAIxd9Uecw,56
UCpXKXT9AWFeoDmfeq1n-vew,56
UCURyunGod2w8iI48sDov0rw,56
UCOSEWzBB13V2zoILvH4AFew,56
UCUFc25nU0v0p0m4jPTEaLnw,56
UC7AeP3Xw32BivvbE1kxLOWw,56
UCJWCU-PULNMKYkHE5NBKa1w,56
UCUCctvPjXS9MGv-_-LhAM8g,56
UC3Op0ai7MSUHJK1Rb9a8RQw,56
UCBVIrxYuCJ54Tk7Jlb84esA,56
UCDEwbdTKzAD9C5Ui9xCkNtg,56
UCr4-lban2m7pwFLaFchsULw,55
UCjoTbkAJOQFraKEURuA-R2Q,55
UCAp6cKMuGLrDLLoEwpoHG_g,55
UCAdbQGAhzEQ5Vh1wojL8DDA,55
UC6aRN42jeTbr2G-1g5rA_qA,55
UClofGkG5NHTeyecFlzJvPrQ,55
UCqCXQ-x2wNFbJgCt7F689xQ,55
UCuaNJx55kqn4tq1XDMEcMzA,54
UCnwSUliee23iS718GdZYNuQ,54
UCxhRuENAraXRV8EftpugHcA,54
UCymKYC3XXY5sFJWjB2mllOg,54
UCaWymvZGb5h8BA-4mvrnLog,54
UCdiq7BMMb1nYBx1aRsoe7Bg,54
UCrb06iXY6sgcUIaRLEnJLCg,54
UCWI0GxVPw5w1QqlaKUlySjg,54
UC_RctEZqKDdTd7KSZZLfUqQ,54
UC_NN6MlxGzCtjpFnUukC0WA,54
UCk4Ro4lqWGXw19zzYQFu1Zg,53
UC80IfuAp5YS80t8-rRVNFnA,53
UC2or6aqV3RPxtNiwYr2bnZQ,53
UC2BOdM-deIi8GtYkLet8Rzw,53
UC8kq_2Yemih_hcQrrOeQkzw,53
UC4gMD1x7PNCc0rVebQPwX_A,53
UCGPXvXZ8n1jhuwCPedE-frQ,53
UCxg003sZHIhudKHFeJCOaMQ,53
UCkBqxQXOKif2owgO1yT4xyg,52
UCqdxdCqgeE5mYpeB9y2Mx-Q,52
UC-b1H8lctbvpBTNDHoioTyQ,52
UCDcVMCvqpCucVGroH5KwXOQ,52
UCm3r-4KnskGyH2j8XPW0AhQ,52
UCy8Fqo-xvPlaI0wgbrB2hyw,52
UCltLwLDrFHVcIiTfi2RHeCQ,52
UCnVKVc-hYi_jMzwva06hVOQ,52
UCGo-BdS_M4T7EGVdeH_BVzw,52
UCsKZ5hdk042c6ourDOso1DQ,52
UCZtR3eNznOoYfJ9TtF-xxFg,52
UCY-MGJRbusSV3SbZ5XKVizg,52
UCcENbPv5U0bAcGRb5PmW6zA,51
UCJVpjELxPyp-Ngl7B01QKTg,51
UC5EwkwTVjSmwPo7VpB0Sh6w,51
UC2DnoiCdZh2S18fzNbmRvxw,51
UCrzzojJGnOQoJS2-B0gFHhw,51
UCaAjXmxb74Wiif8lun70v5Q,51
UCE0xPRwCVF_gUcDGwJQc7TQ,51
UC_ZvLDXFNR7oFvsvltHwk6g,51
UC_gBqcEdBBeQM1wdODvQ78Q,51
UC8WOZ_4jki8a1z-AN6GvI3Q,51
UCYicnzy5KRXkpc7Kq3_O_ow,50
UCAa2nUtZINpG0ln0tQSe9Yg,50
UCHqnde8-vRUl8tUAO6mdOPA,50
UCzQleAt5fFlOp34ti4QBeOQ,50
UCmMQ0kGDU1pVcBC5dBfbTlA,50
UCVTAVa5oZbmgIxCf82RJT5Q,50
UCOmxrhZJBJLmGsvJxdZPzwQ,50
UCPejnFWowgtLRjBOixm8b5Q,50
UCUMeMWTWIh-EcstNEmyqNUw,50
UCp_11K4iL8ERrk3Q8rNdNNA,50
UCt8r-mSkRLgcVZR_63sXOCA,50
UCHs_GrGN0Pz8tZqyWEpnU8g,49
UC3RA4Y0Qs4J2bikCBEjQJgw,49
UCaJj1lbg7po6c2EO4909Q5g,49
UCnjRkr1eu2_QQBp0WHuWZew,49
UCwLoymRF2WM2J2xZd8dmcTw,48
UCvQCXov4babjoMibCZ-5D-Q,48
UCr5Ygt1f92jM25hCkC_lNYg,48
UCzsXnihAgT6hGOH-k1Yltog,48
UCcFD1h8WiE_TvYjSk5lqCuw,48
UCfZcs9pu6btFM-stZXS5m9g,48
UCOVU-bkH0cvxl5lMFf1MDmg,48
UC6FMQdXmgZSvbBAk6cGU-mQ,48
UCddVVkZ6XGXvofmG9k36kww,48
UCCGxbthk9_CZb2R_seM7jgw,48
UCTvYPeRfFc0YzOMXPE8gksw,48
UCEYPb0nLlndphPu3YZ8NjKA,48
UCWB13aJJZv5-OqDQzFe5AGA,48
UCByk89jBsSCB3SIL6jg6o0Q,48
UC7P6ltVQKDGQ3j3b57iuWRQ,48
UChfKtHYgTQvGx0o_37ZVBNw,48
UC9sgynfH-2RCBeqej8-RmXg,48
UCFoc_gRzvy4zWoNRCsWzMYw,48
UCx4j_tsLt6Hie81QUkTeW7A,47
UCK2heENt5h1YcpNSTBPIgWw,47
UCG71KTh-Qd-Sk885dz_Q0_Q,47
UC5MPl-K1i4yH_lTB2UqYAYA,47
UCLKdwMF0mU6WkzFbVPupK-Q,47
UCDLuhUtpJNiVg3L9KL6kFMA,47
UC4EHkIHXxaSBlDpu0no7uvQ,47
UCOMKwZJ_25SCCKjGBOSa1Vw,47
UCuMRt4PEbJvaxUO3wdMRbDQ,47
UCyn8iUupmMaodo7hMeqaZDg,47
UCuNDpe_kIURZ4BPaXuxQVHg,47
UC6qsxjo1hE-aO9e_VfdqqPw,46
UCVHzYes09nGhVgPF4KZA7vw,46
UCqyUQh0OupipgaKwfChdGkQ,46
UCWR1bTusYEHrRxdFg_KGYPA,46
UC4hjHs-cF__Zk2GaqCcF6gQ,46
UCobex4HeRVoa2R2Wjs3cfvA,46
UCLTs4WSvTzr86xSxWyQzkHw,46
